creator,country of citizenship,educated at,ethnic group,place of birth,place of burial,place of death,sex or gender,fonte_educated_at,confianca_educated_at,observacoes_pesquisa,batch_origem,fonte_place_of_birth,confianca_place_of_birth,acervo,source,onde estudou,nome da escola,datas em que estudou,fonte_onde_estudou,fonte_nome_escola,fonte_datas_estudo,confianca_preenchimento,museum_json,lat_birth,lon_birth,score_birth,lat_death,lon_death,score_death
Alfredo Ardia,Italy,Bauhaus-Universität Weimar | Sibelius Academy | Conservatorio Rossini,,Italy,,,male,site oficial do artista,alto,,nova_tentativa_03; place_of_birth_lote_05,site oficial (alfredoardia.com),médio,FILE,FILE,,,,,,,,,42.83333,12.83333,100.0,,,
Alia Alharmi,United Arab Emirates,New York University Abu Dhabi,,"Dubai, United Arab Emirates",,,female,FILE Festival (biografia do artista),médio,,1; place_of_birth_lote_05,FILE Festival,alto,FILE,FILE,,,,,,,,,25.2674058,55.2926806,100.0,,,
Alice Jaunet,France,Supinfocom Rubika School,,,,,female,FILE Festival,médio,,14; place_of_birth_lote_05; place_of_birth_lote_02_chatgpt,,,FILE,FILE,,,,,,,,,,,,,,
Alice Saey,France,Haute école des arts du Rhin (HEAR),,"Paris, France",,,female,HEAR (página institucional),alto,,1; place_of_birth_lote_05,La Courneuve / MacDowell,médio,FILE,FILE,,,,,,,,,48.856372814,2.352529617,100.0,,,
Aliénor Vallet,France,,,"Paris, France",,,female,,,,nova_tentativa_03; lote_21; lote_30; place_of_birth_lote_05,site oficial / FILE Festival,alto,FILE,FILE,,,,,,,,,48.856372814,2.352529617,100.0,,,
Alois Di Leo,Peru,National Film and Television School,,Lima,,,male,Semaine de la Critique (entrevista),médio,,1,,,FILE,FILE,,,,,,,,,-12.04318,-77.02824,100.0,,,
Amanda Varghese,India,American University of Sharjah,,,,,female,FILE Festival,médio,,nova_tentativa_03; place_of_birth_lote_05; place_of_birth_lote_02_chatgpt,,,FILE,FILE,,,,,,,,,,,,,,
Amber Xu,People's Republic of China,Shanghai University,,,,,female,Al-Tiba9 Contemporary Art,médio,,nova_tentativa_03; place_of_birth_lote_05; place_of_birth_lote_02_chatgpt,,,FILE,FILE,,,,,,,,,,,,,,
Amélie Nilles,France,Paris 8 University,,,,,female,Kunstuniversität Linz / TAMLab,médio,,nova_tentativa_03; place_of_birth_lote_05; place_of_birth_lote_02_chatgpt,,,FILE,FILE,,,,,,,,,,,,,,
Ana Lagator,Serbia,"Faculty of Dramatic Arts, Belgrade",,,,,female,FILE Festival,médio,,8; place_of_birth_lote_05; place_of_birth_lote_02_chatgpt,,,FILE,FILE,,,,,,,,,,,,,,
Ana Mouyis,Cyprus,Parsons The New School for Design | Pratt Institute,,"New York, USA",,,female,site oficial da artista,alto,,1; place_of_birth_lote_05; place_of_birth_lote_02_chatgpt,Millennium Film Workshop (entrevista),alto,FILE,FILE,,,,,,,,,40.7130466,-74.0072301,100.0,,,
Anabela Costa,Portugal,Lisbon Fine Arts University,,"Lisbon, Portugal",,,female,monografia / Institut Français,médio,,2; place_of_birth_lote_05,FILE Festival / IFdigital,alto,FILE,FILE,,,,,,,,,38.7070085,-9.1356407,100.0,,,
Anaisa Franco,Brazil,Fundação Armando Alvares Penteado | University of Plymouth,,Minas Gerais,,,female,Enciclopédia Itaú Cultural,alto,,19,,,FILE,FILE,,,,,,,,,-18.456295297924,-44.673412162104,100.0,,,
Anastasia Melikhova,Russia,Ural State Academy of Architecture and Arts,,"Pyt-Yakh, Russia",,,female,FILE Festival,médio,,8; place_of_birth_lote_05,FILE Festival / Doha Film Institute,alto,FILE,FILE,,,,,,,,,60.74985,72.85824,100.0,,,
Ander Ugartemendia,Spain,autodidata,,,,,male,FILE Festival,médio,,nova_tentativa_03; place_of_birth_lote_05; place_of_birth_lote_02_chatgpt,,,FILE,FILE,,,,,,,,,,,,,,
Andrea Cristini,Italy,,,,,,male,,,,nova_tentativa_03; lote_21; lote_30; place_of_birth_lote_05; place_of_birth_lote_02_chatgpt,,,FILE,FILE,,,,,,,,,,,,,,
Andrea Familari,Italy,University of Pisa,,Italy,,,male,CV/website oficial,alto,,nova_tentativa_03; lote_21; place_of_birth_lote_05,site oficial (famifax.com) / FILE Festival,médio,FILE,FILE,,,,,,,,,42.83333,12.83333,100.0,,,
Andreas Nicolas Fischer,Germany,Berlin University of the Arts,,"Munich, Germany",,,male,Studio ANF (site oficial),alto,,1; place_of_birth_lote_05,IDN World / Sedition,médio,FILE,FILE,,,,,,,,,48.143438999,11.573599,100.0,,,
Andressa Hadig Haidar,Brazil,Universidade de Fortaleza (UNIFOR),,,,,female,FILE Festival (biografia do artista),médio,,1; place_of_birth_lote_05; place_of_birth_lote_02_chatgpt,,,FILE,FILE,,,,,,,,,,,,,,
Andrew Ellis Johnson,United States,State University of New York at Buffalo | School of the Art Institute of Chicago | Carnegie Mellon University,,"Cortland, New York, USA",,,male,Carnegie Mellon University,alto,,6; place_of_birth_lote_05,site oficial / SUNY Cortland,alto,FILE,FILE,,,,,,,,,42.601213,-76.180483,100.0,,,
Andrew Wilson,,Ringling College of Art and Design | CG Master Academy,,,,,,Zerply,médio,,nova_tentativa_03; place_of_birth_lote_05; place_of_birth_lote_02_chatgpt,,,FILE,FILE,,,,,,,,,,,,,,
André Berlemont,France,,,,,,male,,,,nova_tentativa_03; lote_21; lote_30; place_of_birth_lote_05; place_of_birth_lote_02_chatgpt,,,FILE,FILE,,,,,,,,,,,,,,
Angela Stempel,United States,Tufts University | School of the Museum of Fine Arts at Tufts,,"San Francisco, California, USA",,,female,FILE Festival (biografia do artista),médio,,1; place_of_birth_lote_06,The Bureau / FILE Festival,alto,FILE,FILE,,,,,,,,,37.7800771,-122.4201615,100.0,,,
Anna Beata Baranska,Poland,Maria Curie-Skłodowska University in Lublin,,"Ilza, Poland",,,female,FILE Festival,médio,,8; place_of_birth_lote_06,site oficial da artista / FILE Festival,alto,FILE,FILE,,,,,,,,,51.16365665,21.236986846,100.0,,,
Anna Eyler,Canada,Carleton University | University of Ottawa | Algonquin College | Concordia University,,,,,female,Université du Québec en Outaouais,alto,,nova_tentativa_03; place_of_birth_lote_06; place_of_birth_lote_02_chatgpt,,,FILE,FILE,,,,,,,,,,,,,,
Anna Leterq,France,Lycée René Descartes,,,,,female,FILE Festival,médio,,nova_tentativa_03; place_of_birth_lote_06; place_of_birth_lote_02_chatgpt,,,FILE,FILE,,,,,,,,,,,,,,
Anna Vasof,Greece,University of Thessaly,,Prague,,,female,,,,,,,FILE,FILE,,,,,,,,,50.071199678,14.450977012,100.0,,,
Annapurna Kumar,United States,California Institute of the Arts (CalArts),,,,,female,Girls in Film,médio,,nova_tentativa_03; place_of_birth_lote_06; place_of_birth_lote_02_chatgpt,,,FILE,FILE,,,,,,,,,,,,,,
Anne Beal,United States,Rhode Island School of Design,,,,,female,site oficial da artista,médio,,6; place_of_birth_lote_06; place_of_birth_lote_02_chatgpt,,,FILE,FILE,,,,,,,,,,,,,,
Anne Charlotte Benasouli,France,ARIES School of Graphic and Motion Design,,,,,female,FILE Festival,médio,,10; place_of_birth_lote_06; place_of_birth_lote_02_chatgpt,,,FILE,FILE,,,,,,,,,,,,,,
Annet Dekker,Kingdom of the Netherlands,"Goldsmiths, University of London | Utrecht University",,,,,female,CV oficial da pesquisadora,médio,,6; place_of_birth_lote_06; place_of_birth_lote_02_chatgpt,,,FILE,FILE,,,,,,,,,,,,,,
Anthony Cavieles,United States,Pratt Institute,,,,,male,Pratt Institute / FILE Festival,médio,,nova_tentativa_04; place_of_birth_lote_06; place_of_birth_lote_02_chatgpt,,,FILE,FILE,,,,,,,,,,,,,,
Anthony Rousseau,France,École des beaux-arts de Rennes | Le Fresnoy – Studio national des arts contemporains,,"Mayenne, France",,,male,Le Fresnoy / Atmosphères 53,médio,,nova_tentativa_04; place_of_birth_lote_06,Light Cone,alto,FILE,FILE,,,,,,,,,48.147284256,-0.657415002,100.0,,,
Antoine Briot,France,ENSATT de Lyon | ESAAix d’Aix-en-Provence,,,,,male,Théâtre Ouvert,alta,,nova_tentativa_04; place_of_birth_lote_04; place_of_birth_lote_02_chatgpt,,,FILE,FILE,,,,,,,,,,,,,,
Antonella Mignone,Italy,Teatro Nuovo Ballet Academy of Turin | Accademia Isola Danza | La Sapienza University of Rome,,"Turin, Italy",,,female,APOTROPIA (site oficial),alta,,nova_tentativa_04; place_of_birth_lote_04,APOTROPIA (bio oficial),alto,FILE,FILE,,,,,,,,,45.0683751,7.6830662,100.0,,,
Anuar Elías,Mexico,autodidata,,Mexico City,,,male,Goethe-Institut Bolivien,alta,,nova_tentativa_04,,,FILE,FILE,,,,,,,,,19.430457906,-99.141684761,100.0,,,
Anushka Naanayakkara,Sri Lanka,The National Film and Television School,,"Loughborough, United Kingdom",,,female,site oficial da artista | FILE Festival,alto,,9; place_of_birth_lote_04,Japan Media Arts Festival,alto,FILE,FILE,,,,,,,,,52.772119611,-1.206157309,100.0,,,
Aram Sarkisian,United States,California Institute of the Arts,,Russia,,,male,FILE Festival,alta,,nova_tentativa_04; place_of_birth_lote_04,Animators for Armenia,médio,FILE,FILE,,,,,,,,,61.989526183,96.805371534,100.0,,,
Ariana Boaventura,Brazil,Universidade Federal de Rondônia | União das Faculdades de Rondônia (UNIRON/UNINTES) | Serviço Nacional de Aprendizagem Comercial - MT (SENAC/MT) | Universidade do Estado de Mato Grosso,,,,,female,Escavador (Lattes),médio,,nova_tentativa_04; lote_22; place_of_birth_lote_04; place_of_birth_lote_02_chatgpt,,,FILE,FILE,,,,,,,,,,,,,,
Arnold Bagasha,Kingdom of Denmark,The Animation Workshop,,,,,male,site oficial / portfólio do artista,médio,,nova_tentativa_04; place_of_birth_lote_04; place_of_birth_lote_02_chatgpt,,,FILE,FILE,,,,,,,,,,,,,,
Arthur Zeferino,Brazil,,,,,,male,,,,nova_tentativa_04; lote_22; lote_30; place_of_birth_lote_04; place_of_birth_lote_02_chatgpt,,,FILE,FILE,,,,,,,,,,,,,,
Ash Thorp,United States,autodidata,,San Diego County,,,male,Creative Bloq (entrevista),médio,,nova_tentativa_04,,,FILE,FILE,,,,,,,,,33.02820215874,-116.770213466758,100.0,,,
Aurélie Herbet,France,Université Paris 1 Panthéon-Sorbonne | EnsadLab,,,,,female,Université Paris 1 / bleuOrange,médio,,nova_tentativa_04; place_of_birth_lote_04; place_of_birth_lote_02_chatgpt,,,FILE,FILE,,,,,,,,,,,,,,
Ava I-Wen Huang,Taiwan,New York University,,Taipei,,,female,Cake profile / NYU ITP archive,baixa,,nova_tentativa_04,,,FILE,FILE,,,,,,,,,25.0384125,121.5637046,100.0,,,
Aysha Abulfateh,Bahrain,American University of Sharjah,,,,,female,site oficial da artista / CV,médio,,nova_tentativa_04; place_of_birth_lote_04; place_of_birth_lote_02_chatgpt,,,FILE,FILE,,,,,,,,,,,,,,
Barkın Şimşek,United States,New York University Abu Dhabi,,"Ankara, Turkey",,,male,FILE Festival,médio,,nova_tentativa_04; place_of_birth_lote_04,site pessoal,alto,FILE,FILE,,,,,,,,,39.8965202,32.8619738,100.0,,,
Baron Lanteigne,Canada,,,Canada,,,male,,,,nova_tentativa_04; lote_22; lote_30; place_of_birth_lote_04,Artsy,médio,FILE,FILE,,,,,,,,,60.10867,-113.64258,100.0,,,
Bas Jansen,Kingdom of the Netherlands,HKU University of the Arts Utrecht | University of Amsterdam,,,,,male,Next Nature interview,médio,,10; place_of_birth_lote_04; place_of_birth_lote_02_chatgpt,,,FILE,FILE,,,,,,,,,,,,,,
Ben Ozeri,,The Animation Workshop,,,,,male,FBF Animación,médio,,nova_tentativa_04; place_of_birth_lote_04; place_of_birth_lote_02_chatgpt,,,FILE,FILE,,,,,,,,,,,,,,
Benjamin Lebourgeois,France,Supinfocom – RUBIKA,,,,,male,FILE Festival,médio,,13; place_of_birth_lote_04; place_of_birth_lote_02_chatgpt,,,FILE,FILE,,,,,,,,,,,,,,
Benoît Piccolini,Canada,,,,,,male,,,,nova_tentativa_04; lote_22; lote_31; place_of_birth_lote_04; place_of_birth_lote_02_chatgpt,,,FILE,FILE,,,,,,,,,,,,,,
Bernardo Loureiro,Brazil,Universidade de São Paulo | Parsons School of Design,,,,,male,FILE Festival (biografia do artista),médio,instituição identificada em biografias sumárias,3; place_of_birth_lote_04; place_of_birth_lote_02_chatgpt,,,FILE,FILE,"Lisboa, Portugal",Escola Superior de Belas-Artes de Lisboa,s.d.,fontes biográficas de referência,fontes biográficas de referência,fontes biográficas de referência,baixa,,,,,,,
Bill Domonkos,United States,Cleveland Institute of Art,,"Toledo, Ohio",,,male,VideoChannel Interview Project,médio,,6; place_of_birth_lote_04,VideoChannel Interview Project,alto,FILE,FILE,,,,,,,,,41.655298,-83.535717,100.0,,,
Bill Psarras,Greece,"Goldsmiths, University of London | Ionian University | University of the Arts London",,Greece,,,male,FILE Festival (biografia do artista),médio,,3; place_of_birth_lote_04,FILE Festival,médio,FILE,FILE,,,,,,,,,39.0,22.0,100.0,,,
Binh Minh Herbst,Vietnam,Burg Giebichenstein Kunsthochschule Halle,,Vietnam,,,female,Burg Giebichenstein Kunsthochschule Halle,alta,,nova_tentativa_04; place_of_birth_lote_04,FILE Festival,médio,FILE,FILE,,,,,,,,,16.16667,107.83333,100.0,,,
Bird Swarm,Portugal,,,"Funchal, Madeira",,,male,,,,nova_tentativa_04; lote_22; lote_31; place_of_birth_lote_04,FILE Festival,alto,FILE,FILE,,,,,,,,,32.6475379,-16.9050158,100.0,,,
Birk Von Brockdorff,,The Animation Workshop,,,,,male,MOME,médio,,6; place_of_birth_lote_04,,,FILE,FILE,,,,,,,,,,,,,,
Bittler Bernard,France,autodidata,,,,,male,Bedetheque,médio,,nova_tentativa_04; place_of_birth_lote_04,,,FILE,FILE,,,,,,,,,,,,,,
Blake Marques Carrington,United States,Indiana University Bloomington | Syracuse University,,,,,male,Pratt Institute (perfil institucional),alta,,nova_tentativa_05; place_of_birth_lote_04,,,FILE,FILE,,,,,,,,,,,,,,
Bohyun Yoon,South Korea,Tama Art University,,Seoul,,,male,,,,,,,FILE,FILE,,,,,,,,,37.566,126.9784,100.0,,,
Bonnie Mitchell,United States,University of Oregon,,,,,female,ACM SIGGRAPH History Archives,médio,,6; place_of_birth_lote_04,,,FILE,FILE,,,,,,,,,,,,,,
Boris du Boullay,France,Université Paris 8 Saint-Denis | Greta Sud Isère | Institut des Arts de Diffusion (IAD) | Université Paris-Sorbonne,,,,,male,Viadeo,baixo,,nova_tentativa_05; place_of_birth_lote_04,,,FILE,FILE,,,,,,,,,,,,,,
Gonzalo Borondo,Spain,Universidad Complutense de Madrid | Accademia di Belle Arti di Roma,,Valladolid,,,male,entrevista Stampa Reggiana + fontes secundárias convergentes,media,,nova_tentativa_05,,,FILE,FILE,,,,,,,,,41.6529421,-4.7283839,100.0,,,
Brandon Morse,United States,University of Wisconsin–Stevens Point | The Ohio State University,,"Arlington, Texas",,,male,University of Maryland (perfil institucional),alta,,nova_tentativa_05; place_of_birth_lote_04,artnet,médio,FILE,FILE,,,,,,,,,32.735594,-97.10711,100.0,,,
Brice Roy,France,Université de Technologie de Compiègne,,,,,male,HAL (tese UTC),alto,,nova_tentativa_05; lote_22; place_of_birth_lote_04,,,FILE,FILE,,,,,,,,,,,,,,
Brit Bunkley,United States,Macalester College,,New York City,,,male,,,,,,,FILE,FILE,,,,,,,,,40.7130466,-74.0072301,100.0,,,
Bruno Borne,Brazil,Universidade Federal do Rio Grande do Sul,,"Porto Alegre, RS",,,male,Galeria Mamute / perfil institucional,alta,,nova_tentativa_05; place_of_birth_lote_04,Fundação Vera Chaves Barcellos,alto,FILE,FILE,,,,,,,,,-30.027679,-51.2286404,100.0,,,
Bruno Martelli,United Kingdom,Central Saint Martins,,,,,male,Computer Arts Society,médio,,9; place_of_birth_lote_06,,,FILE,FILE,,,,,,,,,,,,,,
Bruno Ministro,Portugal,Faculdade de Letras da Universidade de Coimbra | Faculdade de Ciências Sociais e Humanas da Universidade Nova de Lisboa,,Portugal,,,male,FILE Festival (biografia do artista),médio,,3; place_of_birth_lote_06,A Glimpse Of,médio,FILE,FILE,,,,,,,,,39.593139046,-8.51981299,100.0,,,
Bryn Oh,Canada,Ontario College of Art and Design | Toronto School of Art | Seneca College,,"Toronto, Canada",,,,FILE Festival (biografia da artista),médio,,3; place_of_birth_lote_06,Patreon oficial da artista,alto,FILE,FILE,,,,,,,,,43.653524,-79.383907,100.0,,,
Burcu Sankur,Turkey,Supinfocom,,"Istanbul, Turkey",,,female,Acme Filmworks (biografia),media,,nova_tentativa_05; place_of_birth_lote_06,FILE Festival,alto,FILE,FILE,,,,,,,,,41.0129952,28.9747973,100.0,,,
Bárbara Cani,Brazil,Universidade Federal do Espírito Santo | Accademia Europea di Firenze,,,,,female,site oficial da artista | FILE Festival,alto,,8; place_of_birth_lote_06,,,FILE,FILE,,,,,,,,,,,,,,
Béatrice Viguier,France,Supinfocom Rubika School,,,,,female,FILE Festival (biografia da artista),médio,,3; place_of_birth_lote_06,,,FILE,FILE,,,,,,,,,,,,,,
C130,,,,,,,male,,,,nova_tentativa_05; lote_22; lote_31; place_of_birth_lote_06,,,FILE,FILE,,,,,,,,,,,,,,
CaRTe bLaNChe: Tanaami,Japan,Musashino Art University,,"Tokyo, Japan",,,male,"The National Art Center, Tokyo",alta,,nova_tentativa_05; place_of_birth_lote_06,"The National Art Center, Tokyo",alto,FILE,FILE,,,,,,,,,35.68945633,139.69171609,100.0,,,
Camila Kamimura,Brazil,,,São Paulo,,,female,,,,nova_tentativa_05; lote_22; lote_31,,,FILE,FILE,,,,,,,,,-23.5486657,-46.6382522,100.0,,,
Camille Burdy,France,ARIES School of Graphic and Motion Design,,,,,female,Ruffled Crow / créditos do filme escolar,media,,nova_tentativa_05; place_of_birth_lote_06,,,FILE,FILE,,,,,,,,,,,,,,
Camilo Giraldo Angel,Colombia,"Instituto Superior de Arte, La Habana",,Pereira,,,male,biografia oficial do artista,médio,,9,,,FILE,FILE,,,,,,,,,4.812216,-75.6920466,100.0,,,
Camilo Herminda,Colombia,Jorge Tadeo Lozano University | National University of Córdoba | University of Caldas,,,,,male,ISEA Symposium Archives,media,,nova_tentativa_05; place_of_birth_lote_06,,,FILE,FILE,,,,,,,,,,,,,,
Carl Burton,,,,,,,male,,,,nova_tentativa_05; lote_22; lote_31; place_of_birth_lote_06,,,FILE,FILE,,,,,,,,,,,,,,
Carl Emil Carlsen,Kingdom of Denmark,Designskolen Kolding,,Denmark,,,male,Worksome,médio,,nova_tentativa_05; lote_22; place_of_birth_lote_06,cec.dk,médio,FILE,FILE,,,,,,,,,55.959300779,10.053934054,100.0,,,
Carla Gannis,United States,Boston University College of Fine Arts,,Oxford,,,female,,,,,,,FILE,FILE,,,,,,,,,51.751982657,-1.257628623,100.0,,,
Carmen Gil Vrolijk,Colombia,Universidad de los Andes | Pontificia Universidad Javeriana,,,,,female,CvLAC / Voltaje,alto,,11; place_of_birth_lote_06,,,FILE,FILE,,,,,,,,,,,,,,
Cedric Yon,,Pratt Institute,,,,,male,Saatchi Art,médio,,nova_tentativa_05; lote_22; place_of_birth_lote_06,,,FILE,FILE,,,,,,,,,,,,,,
Celina Portella,Brazil,Pontifícia Universidade Católica do Rio de Janeiro | Université Paris VIII,,"Rio de Janeiro, Rio de Janeiro, Brazil",,,female,FILE Festival,médio,,6; place_of_birth_lote_06,Itaú Cultural / Zipper Galeria,alto,FILE,FILE,,,,,,,,,-22.9014475,-43.1789159,100.0,,,
Chan Stéphie Peang,,Supinfocom Rubika School,,,,,,FILE Festival,médio,,13; place_of_birth_lote_06,,,FILE,FILE,,,,,,,,,,,,,,
Chi Po Hao,Taiwan,"Goldsmiths, University of London",,Taipei,,,male,,,,,,,FILE,FILE,,,,,,,,,25.0384125,121.5637046,100.0,,,
Chris Romero,United States,New York University,,"New Brunswick, New Jersey, USA",,,male,AIR 3331 / Tokyo Arts and Space,médio,,9; place_of_birth_lote_06,site oficial do artista,alto,FILE,FILE,,,,,,,,,40.4959469,-74.4441187,100.0,,,
Chrischa Venus Oswald,Germany,University of Art and Design Linz,,Germany,,,female,site oficial da artista,alta,,nova_tentativa_05; place_of_birth_lote_06,site oficial da artista / FILE Festival,médio,FILE,FILE,,,,,,,,,51.110631049,10.392277932,100.0,,,
Christian Merrill,United States,Bowling Green State University,,,,,male,FILE Festival,médio,,8; place_of_birth_lote_06,,,FILE,FILE,,,,,,,,,,,,,,
Christin Marczinzik,Germany,Magdeburg-Stendal University | International University of Fine Arts in Poznan | Burg Giebichenstein University of Art and Design,,"Magdeburg, Germany",,,female,Frankfurter Kunstverein,alta,,nova_tentativa_05; place_of_birth_lote_06,FILE Vitória,alto,FILE,FILE,,,,,,,,,52.126247999,11.632726,100.0,,,
Christina Radner,,University of Vienna,,,,,female,FILE Festival (biografia da artista),médio,,3; place_of_birth_lote_07,,,FILE,FILE,,,,,,,,,,,,,,
Christo Guelov,Spain,Universidad Complutense de Madrid,,"Veliko Tarnovo, Bulgaria",,,male,FILE Festival (biografia do artista),médio,,3; place_of_birth_lote_07,highlike / ARTEINFORMADO,media,FILE,FILE,,,,,,,,,43.0785562,25.6271574,100.0,,,
Claire Dejoie,France,RUBIKA,,,,,female,SIGGRAPH History Archives / créditos de produção,media,,nova_tentativa_05; place_of_birth_lote_07,,,FILE,FILE,,,,,,,,,,,,,,
Claire Vandermeersh,France,Supinfocom – RUBIKA,,,,,female,FILE Festival,médio,,13; place_of_birth_lote_07,,,FILE,FILE,,,,,,,,,,,,,,
